DAY,STRESS,AVE_USER_SCORE
2022-01-03,30.191009498279485,1.5466666666666669
2022-01-04,61.41820782802572,1.649443052074631
2022-01-05,39.64426559096825,1.6756298449612401
2022-01-06,37.28340185325995,1.4596018735362999
2022-01-07,93.11803255448297,1.6422025081011957
2022-01-10,40.2411428866006,1.5059849850871523
2022-01-11,35.6552137435078,1.8366880341880343
2022-01-12,29.542697150516155,1.5862020792722549
2022-01-13,14.44853917234802,1.7159063159063161
2022-01-14,40.896156869820736,1.587889773062187
2022-01-17,135.5970963875607,1.838583042973287
2022-01-18,81.89108553606638,1.6814744668911334
2022-01-19,31.50424007320247,1.7489811912225706
2022-01-20,21.654111839985575,1.5817643820533993
2022-01-21,33.283975358601936,1.4272817460317462
2022-01-24,59.73347466910673,1.6782038990092678
2022-01-25,65.5994935110126,1.4656216369300479
2022-01-26,104.44581341100357,1.7810321257689679
2022-01-27,47.220058510432644,1.7206310679611647
2022-01-28,51.48187336486538,1.5033453887884265
2022-01-31,44.80429291302051,1.571093941623743
2022-02-01,31.334282731689715,1.8131850047020603
2022-02-02,61.942733236245545,1.7341080558673156
2022-02-03,36.120539223899065,1.5696088435374154
2022-02-04,67.84185429097985,1.4701922742043942
2022-02-07,52.400280953178765,1.7841215997932416
2022-02-08,54.00656631397161,1.4488116197183096
2022-02-09,47.23830757929194,1.9234655021595324
2022-02-10,43.41426417331459,1.4359656084656085
2022-02-11,35.26118979804878,1.4885668679146942
2022-02-14,41.59489258051629,1.6391136079900126
2022-02-15,29.044424110422334,1.503594544613962
2022-02-16,18.58052917144588,1.4641641641641643
2022-02-17,30.223203123993144,1.4728685368536854
2022-02-18,75.25721392393643,1.5178473042109406
2022-02-21,25.295277924555048,1.6774821039526924
2022-02-22,82.24165839702037,1.4900140646976092
2022-02-23,29.7270694521413,1.5507192949500643
2022-02-24,26.43156599177761,1.6235343191006804
2022-02-25,52.0979147603521,1.6790423353302142
2022-02-28,53.53878571520627,1.4580382814172628
2022-03-01,92.00326704728518,1.5478902098010134
2022-03-02,38.12190532651142,1.533038644696589
2022-03-03,60.52539533205315,1.6351426153388688
2022-03-04,30.801915121209383,1.728164876188773
2022-03-07,18.82443003879216,1.659803380573773
2022-03-08,38.56568247135695,1.49426075378955
2022-03-09,18.894964751975046,1.5216112744749632
2022-03-10,59.5885646901138,1.4174888175620024
2022-03-11,71.19593906666836,1.773114514317593
2022-03-14,88.24066603946231,1.6222091941694916
2022-03-15,21.899456136507165,1.7121046554322774
2022-03-16,26.705495341074585,1.3792712210433729
2022-03-17,36.223660639490674,1.4137985377080902
2022-03-18,40.907994277834334,1.4776072262312527
2022-03-21,50.65927338806336,1.8311421584789538
2022-03-22,40.16360367558929,1.6008136416103063
2022-03-23,96.05641617156186,1.78958661521236
2022-03-24,56.959571095330766,1.5313755210306934
2022-03-25,44.930676736303525,1.5514919691257827
2022-03-28,46.223332001598074,1.6152472527472528
2022-03-29,65.16170273091643,1.5704470971262017
2022-03-30,84.57174616266933,1.5314385999564015
2022-03-31,47.491410307630844,1.799665850423426
2022-04-01,21.75681440336113,1.5673278469437997
2022-04-04,50.413168713672626,1.512464234620887
2022-04-05,44.28619205340688,1.6346922002486926
2022-04-06,38.509182529351875,1.6513899527639475
2022-04-07,47.072583867101386,1.6432234432234434
2022-04-08,61.14833812328431,1.578302054154995
2022-04-11,38.71691389687215,1.5061527426949821
2022-04-12,36.1861508125733,1.7873036283891544
2022-04-13,44.89942391710592,1.9264359980491261
2022-04-14,30.514962689933377,1.5892284828524024
2022-04-15,28.156508963437425,1.6829911897976968
2022-04-18,74.07025762633226,1.656305057023743
2022-04-19,64.60458417640766,1.6343774130405144
2022-04-20,37.0698645496372,1.648931822403864
2022-04-21,40.948017218048015,2.02568558817095
2022-04-22,37.02765713401982,1.6245456663850446
2022-04-25,121.67357235833127,1.4745348528788775
2022-04-26,37.93994303609861,1.5582603744038728
2022-04-27,48.67544108360289,1.6863926875504305
2022-04-28,81.20281468689186,1.6481369587109767
2022-04-29,40.04323199257665,1.7394084338280764
2022-05-02,50.58565205624217,1.8556597222222222
2022-05-03,48.64230665137319,1.4908267837879485
2022-05-04,45.18850927274366,1.6127982912697634
2022-05-05,38.74096890183393,1.6665958049886622
2022-05-06,32.458946038946806,1.5862097066416476
2022-05-09,20.137454409547253,1.78621359178684
2022-05-10,35.07846068588661,1.6374860192124765
2022-05-11,21.677902645857223,1.710360207449316
2022-05-12,69.89700746201332,1.5975487715747456
2022-05-13,56.97780083254931,1.7448731297856663
2022-05-16,27.161760725838676,1.316825396825397
2022-05-17,43.318546776126716,1.644085168117426
2022-05-18,19.70390370265359,1.867742972839932
2022-05-19,36.97656360754191,1.8476898190273987
2022-05-20,59.3170904591909,1.743727634159259
2022-05-23,7.487898392896266,1.6338383838383836
2022-05-24,38.52397767839883,1.6291426315619866
2022-05-25,37.987885505135786,1.607701311779862
2022-05-26,39.24254120861416,1.6769550923853591
2022-05-27,28.62674468057686,1.6992544184210854
2022-05-30,34.524937816555614,1.6288083953960732
2022-05-31,39.83714381451936,1.3927221691985467
2022-06-01,34.824172283582286,1.6878487518355358
2022-06-02,36.25624734189939,1.5773830300008311
2022-06-03,90.71652082017708,1.7201797385620912
2022-06-06,81.53013158403463,1.7845422054031326
2022-06-07,38.78776436018713,1.6287752840121916
2022-06-08,29.504826466304948,1.440518424664766
2022-06-09,23.753856662327788,1.5345662792789927
2022-06-10,41.577281455801426,1.581655020887923
2022-06-13,52.79056744809454,1.5977305737109657
2022-06-14,20.35124302449963,1.780477046933881
2022-06-15,35.31806348510819,1.7773764258555134
2022-06-16,41.44194063897517,1.7147113543339958
2022-06-17,107.99198381297282,1.5476655982905985
2022-06-20,74.87441521786758,1.7931496743996742
2022-06-21,72.1909837227585,1.6237375624143404
2022-06-22,82.35166187671568,1.6382946778711485
2022-06-23,83.62990218189785,1.4975670095553137
2022-06-24,62.34778266080704,1.4920591630591629
2022-06-27,61.93300942095291,1.6281994584062895
2022-06-28,36.31305014627608,1.4426508024708926
2022-06-29,44.24033095768948,1.5133212081128746
2022-06-30,25.520472207544497,1.4676227678571432
2022-07-01,43.36268735581819,1.6675041482733792
2022-07-04,26.793583184050107,1.7382933769050906
2022-07-05,48.04106684881368,1.801856546376379
2022-07-06,36.359246323766314,1.712047511312217
2022-07-07,36.12977974817316,1.6456735496558506
2022-07-08,40.51391878133337,1.493656462585034
2022-07-11,25.910372069645458,1.6831432373348543
2022-07-12,38.966259843027075,1.7536939468446315
2022-07-13,40.06094621937546,1.6840526315789475
2022-07-14,36.731560836673395,1.6874474789915967
2022-07-15,24.40641552717384,1.5468494468494467
2022-07-18,42.12218241336204,1.744281500210704
2022-07-19,39.674165195314,1.640070819568571
2022-07-20,28.10797365741755,1.757064109690569
2022-07-21,22.830951245602055,1.988102643856921
2022-07-22,16.860979727552746,1.6614628820960697
2022-07-25,18.38837266248244,1.6685960591133002
2022-07-26,346.5667457115978,1.6246093750000004
2022-07-27,47.448655162192466,1.834525939177102
2022-07-28,34.26537187632905,1.6844147383781531
2022-07-29,37.195533102212835,1.6937445887445883
2022-08-01,13.550358924129755,1.7822481725394346
2022-08-02,32.13900094080651,1.771973576585227
2022-08-03,21.51386723029139,1.4951738084225363
2022-08-04,56.37675434639723,1.559367945823928
2022-08-05,40.479804879306116,1.7725592520113065
2022-08-08,32.345269547510725,1.489513294874345
2022-08-09,21.075696261260674,1.8196956271470306
2022-08-10,32.16120010825719,1.614666342727567
2022-08-11,22.704986274535077,1.477050392972723
2022-08-12,33.9467928808011,1.5364338265017383
2022-08-15,93.64581212222751,1.5799265015964814
2022-08-16,41.891027541144176,1.6577497493000222
2022-08-17,57.765120564999414,1.815393969234442
2022-08-18,26.073879087031045,1.6941664718260467
2022-08-19,69.14101143144356,1.5200253485424589
2022-08-22,30.25969481783151,1.6600323842330942
2022-08-23,37.28482595079453,1.4874481650425044
2022-08-24,43.3695565321614,1.615781111966031
2022-08-25,20.513061745260522,1.5029138321995463
2022-08-26,16.74614978155246,1.6841293047433399
2022-08-29,43.79993040609333,1.8030412088731993
2022-08-30,98.82274174216748,1.4874966025222878
2022-08-31,25.635295709664533,1.5598621985503371
2022-09-01,47.12979907981391,1.294754528317351
2022-09-02,46.186608328070825,1.6947614256970391
